studyid,arm,treatment,classcode,class,n,mean_change,sd_change,data_type,country,duration_weeks,mean_age,pct_female,baseline_scale,baseline_mean,baseline_sd,rob_sequence,rob_allocation,rob_blind_pp,rob_blind_outcome,rob_attrition,rob_reporting,rob_other,rob_score_sequence,rob_score_allocation,rob_score_blind_pp,rob_score_blind_out,rob_score_attrition,rob_high_any
Stark 1985,1,1,1,Placebo,169,-8.2,9,CFB,US,6,41,68,HAMD,27.93,5.66,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Stark 1985,2,42,27,SSRIs,185,-11,10.1,CFB,US,6,41,68,HAMD,27.93,5.66,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Stark 1985,3,48,28,TCAs,185,-12,10.1,CFB,US,6,41,68,HAMD,27.93,5.66,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Study 62b (FDA),1,1,1,Placebo,48,-5.69,8.65,CFB,NR,6,40,57,HAMD,24.35,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Study 62b (FDA),2,42,27,SSRIs,97,-9.78,8.47,CFB,NR,6,40,57,HAMD,24.35,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Study 62b (FDA),3,42,27,SSRIs,103,-7.2,9.03,CFB,NR,6,40,57,HAMD,24.35,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Study 89306 (FDA),1,1,1,Placebo,88,-15.95,13.22,CFB,NR,6,NA,NA,MADRS,32.35,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Study 89306 (FDA),2,40,27,SSRIs,88,-17.94,12.91,CFB,NR,6,NA,NA,MADRS,32.35,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Study 89306 (FDA),3,40,27,SSRIs,97,-16.04,13.53,CFB,NR,6,NA,NA,MADRS,32.35,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Study F1J-MC-HMAQ - Study Group B,1,1,1,Placebo,72,-7.1,6.96,CFB,US,10,40.4,NA,HAMD,18.47,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Study F1J-MC-HMAQ - Study Group B,2,42,27,SSRIs,37,-7.63,7,CFB,US,10,40.4,NA,HAMD,18.47,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Study F1J-MC-HMAQ - Study Group B,3,51,29,SNRIs,81,-8,6.75,CFB,US,10,40.4,NA,HAMD,18.47,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Suleman 1997,1,42,27,SSRIs,15,-18.2,2.364318083507378,BF,Zimbabwe,6,NA,NA,HAMD,24.15,3.14,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,High risk,High risk,1,0,1,1,1,0
Suleman 1997,2,45,28,TCAs,15,-15.899999999999999,3.148015247739439,BF,Zimbabwe,6,NA,NA,HAMD,24.15,3.14,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,High risk,High risk,1,0,1,1,1,0
Sun 2013,1,42,27,SSRIs,25,-11.200000000000001,4.009775554816005,BF,China,6,42,77,HAMD,23.34,3.22,Low risk,Low risk,High risk,Unclear risk,High risk,Unclear risk,Low risk,0,0,2,1,2,1
Sun 2013,2,57,32,Acupuncture,20,-14.350000000000001,3.0570737642392602,BF,China,6,42,77,HAMD,23.34,3.22,Low risk,Low risk,High risk,Unclear risk,High risk,Unclear risk,Low risk,0,0,2,1,2,1
Sun 2013,3,57,32,Acupuncture,16,-12.87,2.8687802285989075,BF,China,6,42,77,HAMD,23.34,3.22,Low risk,Low risk,High risk,Unclear risk,High risk,Unclear risk,Low risk,0,0,2,1,2,1
Thase 2018,1,10,9,Cognitive and cognitive behavioural therapies individual,77,-10.400000000000002,5.494542747126461,BF,US,16,46.3,66,HAMD,19.700000000000003,3.64,Low risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,0,0,2,0,0,1
Thase 2018,2,25,17,Self-help with support,77,-10.9,4.9,BF,US,16,46.3,66,HAMD,19.700000000000003,3.64,Low risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,0,0,2,0,0,1
Tollefson 1993/1995,1,1,1,Placebo,329,-6.4,7.1,CFB,US,6,67.7,55,HAMD,22.15,3.85,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Tollefson 1993/1995,2,42,27,SSRIs,326,-8.1,7.6,CFB,US,6,67.7,55,HAMD,22.15,3.85,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Tollefson 1994,1,42,27,SSRIs,62,-10,6.7,CFB,US,8,37.8,69,HAMD,21.45,3.84,High risk,Unclear risk,Low risk,Unclear risk,High risk,Unclear risk,High risk,2,1,0,1,2,1
Tollefson 1994,2,48,28,TCAs,60,-9.1,8,CFB,US,8,37.8,69,HAMD,21.45,3.84,High risk,Unclear risk,Low risk,Unclear risk,High risk,Unclear risk,High risk,2,1,0,1,2,1
Tong 2020,1,53,30,Any AD,45,-16.66,4.416740879879642,BF,China,8,37.7,70,HAMD,29.94,5.08,Low risk,Unclear risk,High risk,Low risk,Low risk,Unclear risk,Low risk,0,1,2,0,0,1
Tong 2020,2,76,39,Cognitive and cognitive behavioural therapies group + AD,43,-19.04,4.535239795203777,BF,China,8,37.7,70,HAMD,29.94,5.08,Low risk,Unclear risk,High risk,Low risk,Low risk,Unclear risk,Low risk,0,1,2,0,0,1
Tsutsui 2000,1,7,7,Trazodone,105,-9.7,9.2,CFB,Japan,6,38.8,NA,HAMD,24,NA,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Tsutsui 2000,2,43,27,SSRIs,106,-12.1,9.2,CFB,Japan,6,38.8,NA,HAMD,24,NA,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0
Tylee 1997,1,42,27,SSRIs,170,-75.5,6.512259902787566,BF,UK,12,44.5,71,MADRS,28.55,5.3,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0
Tylee 1997,2,52,29,SNRIs,171,-71.2,6.575853903457053,BF,UK,12,44.5,71,MADRS,28.55,5.3,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0
Tzanakaki 2000,1,42,27,SSRIs,54,-13.810040058714952,5.6,BIN,Greece & Italy,6,48,79,HAMD,27.45,5.59,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Tzanakaki 2000,2,52,29,SNRIs,55,-14.539437648199998,5.6,BIN,Greece & Italy,6,48,79,HAMD,27.45,5.59,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Umadevi 2013,1,4,4,Waitlist,23,-2.3100000000000005,5.080088581904847,BF,India,4,NA,49,HADS-D,14.6,4.25,High risk,Low risk,High risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,2,0,2,1,1,1
Umadevi 2013,2,65,35,Yoga group,20,-10.55,4.175511944660199,BF,India,4,NA,49,HADS-D,14.6,4.25,High risk,Low risk,High risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,2,0,2,1,1,1
VEN 600A-303 (FDA),1,1,1,Placebo,79,-9.89,8.45,CFB,US,6,38.5,69,HAMD,24.14,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
VEN 600A-303 (FDA),2,52,29,SNRIs,69,-10.14,8.45,CFB,US,6,38.5,69,HAMD,24.14,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
VEN 600A-313 (FDA),1,1,1,Placebo,75,-9.49,8.2,CFB,US,6,38.4,67,HAMD,25.51,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
VEN 600A-313 (FDA),2,52,29,SNRIs,72,-10.92,6.63,CFB,US,6,38.4,67,HAMD,25.51,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
VEN 600A-313 (FDA),3,52,29,SNRIs,77,-11.83,9.77,CFB,US,6,38.4,67,HAMD,25.51,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
VEN XR 367 (FDA),1,1,1,Placebo,81,-13.1,10.63,CFB,Europe,8,NA,63,HAMD,26.58,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
VEN XR 367 (FDA),2,43,27,SSRIs,80,-11.26,10.55,CFB,Europe,8,NA,63,HAMD,26.58,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
VEN XR 367 (FDA),3,52,29,SNRIs,75,-14.63,10.62,CFB,Europe,8,NA,63,HAMD,26.58,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Valle-Cabrera 2018,1,1,1,Placebo,38,-10.307384170673341,2.8,BIN,Cuba,10,45.2,92,HAMD,23.1,2.55,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,0,0,1,0,0
Valle-Cabrera 2018,2,44,27,SSRIs,39,-12.776544698367935,2.3,BIN,Cuba,10,45.2,92,HAMD,23.1,2.55,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,0,0,1,0,0
Van Moffaert 1995b,1,6,6,Mirtazapine,100,-15.968663268792525,4.9,BIN,Belgium,6,46.2,70,HAMD,28.35,5.06,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Van Moffaert 1995b,2,7,7,Trazodone,100,-13.877851432119426,5.1,BIN,Belgium,6,46.2,70,HAMD,28.35,5.06,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Ventura 2007,1,41,27,SSRIs,104,-19.1,9.18,CFB,US,8,39.3,58,MADRS,29.25,4.11,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Ventura 2007,2,44,27,SSRIs,107,-18.4,9.31,CFB,US,8,39.3,58,MADRS,29.25,4.11,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Versiani 1989,1,1,1,Placebo,162,-22.04120827431965,5,BIN,South America,6,42,76,HAMD,25.45,5.04,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,0,1,0,0
Versiani 1989,2,48,28,TCAs,164,-20.158138522141222,5.1,BIN,South America,6,42,76,HAMD,25.45,5.04,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,0,1,0,0
Versiani 1999,1,42,27,SSRIs,77,-16.6,7.3,CFB,"Brazil, Colombia, Mexico, Peru & Venezuela",8,41.3,76,HAMD,26.35,4.49,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Versiani 1999,2,45,28,TCAs,79,-18.1,7.5,CFB,"Brazil, Colombia, Mexico, Peru & Venezuela",8,41.3,76,HAMD,26.35,4.49,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Versiani 2005,1,6,6,Mirtazapine,145,-94.3,7.034870509062529,BF,Europe & South America,8,NA,72,MADRS,35.5,6.01,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,2,1,0,1,1,1
Versiani 2005,2,42,27,SSRIs,147,-90.9,7.034870509062529,BF,Europe & South America,8,NA,72,MADRS,35.5,6.01,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,2,1,0,1,1,1
WELL AK1A4006,1,1,1,Placebo,148,-12.2,9.73,CFB,US,8,37.9,NA,HAMD,25.25,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
WELL AK1A4006,2,42,27,SSRIs,146,-13.9,10.87,CFB,US,8,37.9,NA,HAMD,25.25,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Wade 2002,1,1,1,Placebo,189,-12,7.926537705707328,BF,"Canada, Estonia, France, Netherlands & UK",8,40.5,76,MADRS,28.95,3.96,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Wade 2002,2,41,27,SSRIs,188,-14.899999999999999,7.888599368709251,BF,"Canada, Estonia, France, Netherlands & UK",8,40.5,76,MADRS,28.95,3.96,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Wade 2007,1,41,27,SSRIs,141,-23.61,5.9662081992515805,BF,"Belgium, Canada, the Czech Republic, France, Germany, Italy, Spain, Sweden & UK",24,43.9,72,MADRS,32.3,4.35,Low risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,0,0,1,0,0
Wade 2007,2,51,29,SNRIs,146,-21.520000000000003,6.024330470286226,BF,"Belgium, Canada, the Czech Republic, France, Germany, Italy, Spain, Sweden & UK",24,43.9,72,MADRS,32.3,4.35,Low risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,0,0,1,0,0
Wang 2013,1,43,27,SSRIs,24,-11.42,7.5344276491316835,BF,Hong Kong,24,47.6,0.55,MADRS,23.75,6.95,Low risk,Unclear risk,High risk,Unclear risk,Unclear risk,Unclear risk,High risk,0,1,2,1,1,1
Wang 2013,2,57,32,Acupuncture,24,-10.95,6.08092920531065,BF,Hong Kong,24,47.6,0.55,MADRS,23.75,6.95,Low risk,Unclear risk,High risk,Unclear risk,Unclear risk,Unclear risk,High risk,0,1,2,1,1,1
Wang 2014a,1,39,27,SSRIs,26,-13.870000000000001,1.7359147444503122,BF,China,6,NA,72,HAMD,22.12,4.38,Unclear risk,Low risk,High risk,Low risk,Low risk,Unclear risk,High risk,1,0,2,0,0,1
Wang 2014a,2,96,49,Acupuncture + AD,45,-15.849999999999998,3.711401352589072,BF,China,6,NA,72,HAMD,22.12,4.38,Unclear risk,Low risk,High risk,Low risk,Low risk,Unclear risk,High risk,1,0,2,0,0,1
Wang 2014c,1,1,1,Placebo,153,-78.81,6.639971794448689,BF,"Canada, China, Finland, South Korea, Malaysia, Mexico, The Philippines, South Africa, & Spain",8,40,71,MADRS,31.8,5.5,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0
Wang 2014c,2,41,27,SSRIs,152,-80.72999999999999,6.7697195831081345,BF,"Canada, China, Finland, South Korea, Malaysia, Mexico, The Philippines, South Africa, & Spain",8,40,71,MADRS,31.8,5.5,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0
Ward 2000/King 2000,1,5,5,TAU,67,-8.2,11.072939989000211,BF,UK,16,37.4,77,BDI,26.48,8.64,Low risk,Low risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,0,0,2,1,0,1
Ward 2000/King 2000,2,11,9,Cognitive and cognitive behavioural therapies individual,63,-13.3,9.82242332624694,BF,UK,16,37.4,77,BDI,26.48,8.64,Low risk,Low risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,0,0,2,1,0,1
Ward 2000/King 2000,3,17,13,Counselling individual,67,-12.499999999999998,8.970507232035432,BF,UK,16,37.4,77,BDI,26.48,8.64,Low risk,Low risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,0,0,2,1,0,1
Wernicke 1987,1,1,1,Placebo,48,-5.7,8.6,CFB,US,6,39.8,57,NR,NA,NA,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,1,0,1,0,0
Wernicke 1987,2,42,27,SSRIs,97,-9.8,8.5,CFB,US,6,39.8,57,NR,NA,NA,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,1,0,1,0,0
Wernicke 1987,3,42,27,SSRIs,97,-9.6,8.2,CFB,US,6,39.8,57,NR,NA,NA,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,1,0,1,0,0
Wernicke 1987,4,42,27,SSRIs,103,-7.2,9.1,CFB,US,6,39.8,57,NR,NA,NA,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,1,0,1,0,0
Wernicke 1988,1,1,1,Placebo,77,-7,8.6,CFB,US,6,NA,NA,HAMD,25.41,4.36,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Wernicke 1988,2,42,27,SSRIs,91,-10,8.4,CFB,US,6,NA,NA,HAMD,25.41,4.36,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Wernicke 1988,3,42,27,SSRIs,92,-11.2,8.2,CFB,US,6,NA,NA,HAMD,25.41,4.36,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Wheatley 1998,1,6,6,Mirtazapine,60,-66.2,6.024330470286226,BF,"UK, Belgium, & Netherlands",6,47.4,57,HAMD,26.05,4.33,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,0,0,1,0,0
Wheatley 1998,2,42,27,SSRIs,63,-62.5,5.9662081992515805,BF,"UK, Belgium, & Netherlands",6,47.4,57,HAMD,26.05,4.33,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,0,0,1,0,0
White 1984,1,1,1,Placebo,45,-17,8.8,CFB,US,4,37.1,48,HAMD,26.15,6.83,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,Unclear risk,0,1,0,1,1,0
White 1984,2,50,28,TCAs,40,-11.7,8.2,CFB,US,4,37.1,48,HAMD,26.15,6.83,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,Unclear risk,0,1,0,1,1,0
Whitmyer 2007,1,51,29,SNRIs,202,-7.43,6.4,CFB,US,6,43,64,HAMD,21.5,3.64,Unclear risk,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,1,1,0,2,0,1
Whitmyer 2007,2,51,29,SNRIs,195,-7.46,6.42,CFB,US,6,43,64,HAMD,21.5,3.64,Unclear risk,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,1,1,0,2,0,1
Whitmyer 2007,3,51,29,SNRIs,198,-8.26,6.47,CFB,US,6,43,64,HAMD,21.5,3.64,Unclear risk,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,1,1,0,2,0,1
Wilson 1982,1,1,1,Placebo,12,-10.33,9.632491889433387,BF,Australia,8,NA,NA,BDI,25.2,5.47,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Wilson 1982,2,38,26,Relaxation individual + placebo,11,-9.27,9.000072221932443,BF,Australia,8,NA,NA,BDI,25.2,5.47,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Wilson 1982,3,45,28,TCAs,10,-11.200000000000001,8.430284692701665,BF,Australia,8,NA,NA,BDI,25.2,5.47,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Wilson 1982,4,67,37,Behavioural therapies individual + AD,12,-13.659999999999998,8.632189756950433,BF,Australia,8,NA,NA,BDI,25.2,5.47,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Wilson 1982,5,86,45,Relaxation individual + AD,10,-14.600000000000001,5.509455508487204,BF,Australia,8,NA,NA,BDI,25.2,5.47,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Wright 2005,1,4,4,Waitlist,15,-1.9,5.5,CFB,US,8,40.2,76,HAMD,17.87,5.42,High risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,2,1,2,1,0,1
Wright 2005,2,11,9,Cognitive and cognitive behavioural therapies individual,15,-8.3,6.6,CFB,US,8,40.2,76,HAMD,17.87,5.42,High risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,2,1,2,1,0,1
Wright 2005,3,25,17,Self-help with support,15,-7.5,6.3,CFB,US,8,40.2,76,HAMD,17.87,5.42,High risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,2,1,2,1,0,1
Xiaoling 2018,1,41,27,SSRIs,65,-10.25,2.742827008763039,BF,China,6,36,55,HAMD,21.379999999999995,3.57,Low risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Unclear risk,0,1,1,1,1,0
Xiaoling 2018,2,42,27,SSRIs,65,-8.329999999999998,3.247629905023046,BF,China,6,36,55,HAMD,21.379999999999995,3.57,Low risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Unclear risk,0,1,1,1,1,0
Yevtushenko 2007,1,40,27,SSRIs,108,-25.19,8.11,CFB,Russia,6,35.2,59,MADRS,35.24,3.71,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Yevtushenko 2007,2,41,27,SSRIs,108,-28.7,8.11,CFB,Russia,6,35.2,59,MADRS,35.24,3.71,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Zhang 2007a,1,43,27,SSRIs,20,-18.599999999999998,5.1643005334701435,BF,China,6,36.8,50,HAMD,28.82,5.9,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Zhang 2007a,2,95,49,Acupuncture + AD,22,-22,5.2848841046895245,BF,China,6,36.8,50,HAMD,28.82,5.9,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Zhang 2014,1,1,1,Placebo,180,-8.29,6.5,CFB,China,6,38.9,61,HAMD,21.75,3.11,Low risk,Low risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,0,0,1,0,0
Zhang 2014,2,7,7,Trazodone,183,-11.07,6.5,CFB,China,6,38.9,61,HAMD,21.75,3.11,Low risk,Low risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,0,0,1,0,0
Zhang 2019,1,6,6,Mirtazapine,79,-15.899999999999999,2.066397831977183,BF,China,8,35.3,54,HAMD,23.25,1.95,Unclear risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Low risk,1,1,1,1,1,0
Zhang 2019,2,42,27,SSRIs,79,-14.8,2.1656407827707715,BF,China,8,35.3,54,HAMD,23.25,1.95,Unclear risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Low risk,1,1,1,1,1,0
Zhao 2006,1,7,7,Trazodone,55,-15.4,11.1,CFB,China,6,37.3,53,HAMD,29.31,7.19,Unclear risk,Unclear risk,High risk,High risk,Low risk,High risk,High risk,1,1,2,2,0,1
Zhao 2006,2,42,27,SSRIs,58,-20.7,9.5,CFB,China,6,37.3,53,HAMD,29.31,7.19,Unclear risk,Unclear risk,High risk,High risk,Low risk,High risk,High risk,1,1,2,2,0,1
Zhao 2019a,1,39,27,SSRIs,156,-12.879999999999999,5.346802782972269,BF,China,6,41.5,65,HAMD,24.87,5.06,Unclear risk,Low risk,High risk,Unclear risk,Low risk,High risk,Low risk,1,0,2,1,0,1
Zhao 2019a,2,93,49,Acupuncture + AD,160,-15.820000000000002,5.045829961463228,BF,China,6,41.5,65,HAMD,24.87,5.06,Unclear risk,Low risk,High risk,Unclear risk,Low risk,High risk,Low risk,1,0,2,1,0,1
Zhao 2019a,3,96,49,Acupuncture + AD,161,-14.56,5.5021177740938985,BF,China,6,41.5,65,HAMD,24.87,5.06,Unclear risk,Low risk,High risk,Unclear risk,Low risk,High risk,Low risk,1,0,2,1,0,1
Zivkov 1995,1,6,6,Mirtazapine,113,-15.2,8.748142660016468,BF,Former Yugoslavia,6,46.9,78,HAMD,27.8,4.84,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Zivkov 1995,2,45,28,TCAs,111,-15.600000000000001,8.662563131083086,BF,Former Yugoslavia,6,46.9,78,HAMD,27.8,4.84,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Zu 2014,1,5,5,TAU,16,-7.8,7,CFB,China,24,38.5,51,QIDS,14.72,4.72,High risk,Unclear risk,High risk,Unclear risk,High risk,Unclear risk,Low risk,2,1,2,1,2,1
Zu 2014,2,10,9,Cognitive and cognitive behavioural therapies individual,12,-9.6,2.4,CFB,China,24,38.5,51,QIDS,14.72,4.72,High risk,Unclear risk,High risk,Unclear risk,High risk,Unclear risk,Low risk,2,1,2,1,2,1
Zu 2014,3,39,27,SSRIs,25,-6.9,6.8,CFB,China,24,38.5,51,QIDS,14.72,4.72,High risk,Unclear risk,High risk,Unclear risk,High risk,Unclear risk,Low risk,2,1,2,1,2,1
Zu 2014,4,70,38,Cognitive and cognitive behavioural therapies individual + AD,43,-9.8,4.7,CFB,China,24,38.5,51,QIDS,14.72,4.72,High risk,Unclear risk,High risk,Unclear risk,High risk,Unclear risk,Low risk,2,1,2,1,2,1
